Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12
2542,世新大學,行政管理學系,國x2.00 英x1.50 公x1.75,33,232.30,---,232.42,---,---,---,---
2543,世新大學,觀光學系餐旅經營管理組,國x2.00 英x1.00 歷x1.50,15,216.95,---,---,---,---,---,---
2544,世新大學,觀光學系旅遊暨休閒事業管理組,國x2.00 英x1.00 歷x2.00,17,247.10,---,---,---,---,---,---
2545,世新大學,觀光學系觀光規劃暨資源管理組,國x2.00 英x1.00 地x2.00,16,236.95,---,249.35,---,---,---,---
2546,世新大學,經濟學系,國x2.00 英x1.00 數乙x1.50,47,188.50,---,---,---,---,---,---
2547,世新大學,企業管理學系,國x2.00 英x1.00 歷x1.75 公x1.75,18,339.35,---,---,---,---,---,---
2550,世新大學,社會心理學系,國x1.50 英x1.50 數乙x1.50 公x1.00,60,218.15,---,219.28,---,---,---,---
2551,世新大學,英語暨傳播應用學系,國x1.50 英x2.00 歷x1.00,62,171.60,---,---,---,---,---,---
2552,世新大學,中國文學系,國x2.00 英x1.00 歷x1.00,34,181.50,---,194.00,---,---,---,---
2553,世新大學,日本語文學系,國x2.00 英x1.00 歷x1.50 地x2.00,43,339.65,---,---,---,---,---,---
2554,世新大學,法律學系,國x1.00 英x1.00 數乙x1.00 歷x1.00 公x1.00,35,304.00,---,313.23,---,---,---,---
2555,實踐大學,食品營養與保健生技學系(臺北校區),國x2.00 英x2.00 化x1.00,20,192.70,---,---,---,---,---,---
2556,實踐大學,社會工作學系(臺北校區),國x2.00 英x1.50 公x2.00,24,245.65,---,---,---,---,---,---
2557,實踐大學,家庭研究與兒童發展學系(臺北校區),國x2.00 英x2.00 數乙x1.00,9,201.80,---,---,---,---,---,---
2560,實踐大學,餐飲管理學系(臺北校區),國x1.00 英x1.50 公x1.00,7,147.15,---,170.61,---,---,---,---
2561,實踐大學,"智慧服務管理英語學士學位學程(臺北校區)",國x1.00 英x2.00 公x1.00,17,138.90,---,---,---,---,---,---
2562,實踐大學,音樂學系(臺北校區)-鋼琴,國x1.00 英x1.00 術x2.00,3,174.94,---,---,---,---,---,---
2563,實踐大學,音樂學系(臺北校區)-長笛,國x1.00 英x1.00 術x2.00,2,213.08,---,---,---,---,---,---
2564,實踐大學,音樂學系(臺北校區)-綜合樂器,國x1.00 英x1.00 術x2.00,7,188.12,---,---,---,---,---,---
2565,實踐大學,服裝設計學系(臺北校區),國x2.00 英x2.00 數乙x1.00,18,280.40,---,---,---,---,---,---
"系組代碼",校名,系組名,採計及加權,"錄取人數(含外加)","普通生錄取分數","普通生同分參酌","原住民錄取分數","退伍軍人錄取分數","僑生錄取分數","蒙藏生錄取分數","派外子女錄取分數"
2567,實踐大學,"媒體傳達設計學系創意媒體設計組(臺北校區)",國x1.00 英x1.00 數乙x2.00,13,193.10,---,---,---,---,---,---
2570,實踐大學,工業產品設計學系(臺北校區),國x2.00 英x2.00 數乙x1.75,14,294.30,---,---,---,---,---,---
2571,實踐大學,建築設計學系(臺北校區),國x2.00 英x2.00 歷x1.00 地x1.00 公x1.00,22,366.80,---,---,---,---,---,---
2572,實踐大學,會計學系(臺北校區),國x1.50 英x1.50 數乙x1.00 歷x1.00 地x1.00,32,258.20,---,---,---,---,---,---
2573,實踐大學,國際經營與貿易學系(臺北校區),國x1.50 英x1.50 數乙x1.00 歷x1.00 地x1.00,28,256.68,---,260.44,---,280.35,---,---
2574,實踐大學,企業管理學系(臺北校區),國x2.00 英x1.50 數乙x1.00 歷x1.00 地x1.00,31,280.68,---,---,---,---,---,---
2575,實踐大學,國際企業英語學士學位學程(臺北校區),國x1.00 英x2.00 數乙x1.00,19,135.90,---,---,---,---,---,---
2576,實踐大學,財務金融學系(臺北校區),國x1.00 英x1.00 歷x1.00,20,149.65,---,158.76,---,---,---,---
2577,實踐大學,風險管理與保險學系-A組(臺北校區),國x2.00 歷x1.00 地x1.00,12,219.60,---,---,---,---,---,---
2600,實踐大學,風險管理與保險學系-B組(臺北校區),國x2.00 數乙x1.00 地x1.00,9,186.00,國文42.00,---,---,---,---,---
2601,實踐大學,應用外語學系(臺北校區),國x1.50 英x2.00 歷x1.00,33,179.80,---,---,---,---,---,---
2602,實踐大學,資訊科技與管理學系(臺北校區),國x1.75 英x2.00 數乙x2.00,26,213.30,---,---,---,---,---,---
2603,實踐大學,國際貿易學系(高雄校區),國x2.00 英x2.00 地x1.00 公x1.00,10,150.40,---,---,---,---,---,---
2604,實踐大學,國際企業管理學系(高雄校區),國x2.00 英x1.50 地x2.00,5,211.53,---,---,---,---,---,---
2605,實踐大學,"國際企業管理學系日韓商務組(高雄校區)",國x2.00 歷x1.50 地x2.00,2,231.75,---,---,---,---,---,---
2606,實踐大學,"國際企業管理學系東南亞商務組(高雄校區)",國x2.00 英x1.50 歷x2.00,4,163.50,---,---,---,---,---,---
2607,實踐大學,"行銷管理學系電商百貨管理組(高雄校區)",國x2.00 歷x1.50 地x1.00,3,173.35,---,---,---,---,---,---
2610,實踐大學,行銷管理學系創客企劃組(高雄校區),國x2.00 數乙x1.00 歷x1.50,5,116.00,---,---,---,---,---,---
2611,實踐大學,"行銷管理學系數位行銷與市調組(高雄校區)",國x2.00 英x1.00 數甲x1.00,5,99.50,---,---,---,---,---,---
2612,實踐大學,會計暨稅務學系財富管理組(高雄校區),國x2.00 英x1.00 歷x1.00,5,113.45,---,---,---,---,---,---
2613,實踐大學,會計暨稅務學系科技應用組(高雄校區),國x2.00 英x1.00 數乙x1.00,4,100.05,---,---,---,---,---,---
2614,實踐大學,金融管理學系投資操作組(高雄校區),國x2.00 數乙x1.00 歷x1.50,7,151.20,---,---,---,---,---,---
2615,實踐大學,金融管理學系金融科技組(高雄校區),國x2.00 歷x1.00 地x2.00,4,167.60,---,---,---,---,---,---
2616,實踐大學,金融管理學系數位行銷組(高雄校區),國x2.00 數乙x1.00 地x1.50,5,114.80,---,---,---,---,---,---
2617,實踐大學,"資訊管理學系數位商務應用組(高雄校區)",國x2.00 英x1.75 數乙x2.00,10,105.29,---,---,---,---,---,---
2620,實踐大學,"資訊管理學系人工智慧商務應用組(高雄校區)",國x2.00 英x1.75 數甲x2.00,15,127.51,---,---,---,---,---,---
2621,實踐大學,"資訊科技與通訊學系App設計組(高雄校區)",國x2.00 英x2.00 數乙x1.75,6,125.20,---,---,---,---,---,---
2622,實踐大學,"資訊科技與通訊學系人工智慧應用設計組(高雄校區)",國x2.00 英x1.00 歷x2.00,6,167.95,---,---,---,---,---,---
"系組代碼",校名,系組名,採計及加權,"錄取人數(含外加)","普通生錄取分數","普通生同分參酌","原住民錄取分數","退伍軍人錄取分數","僑生錄取分數","蒙藏生錄取分數","派外子女錄取分數"
2624,實踐大學,"資訊模擬與設計學系互動遊戲設計組(高雄校區)",國x2.00 數乙x1.00 歷x1.50,9,162.85,---,---,---,---,---,---
2625,實踐大學,"資訊模擬與設計學系AR/VR體感科技組(高雄校區)",國x2.00 英x1.00 數乙x1.00,4,78.30,---,---,---,---,---,---
2626,實踐大學,"資訊模擬與設計學系數位3D動畫設計組(高雄校區)",國x2.00 數乙x1.00 地x2.00,3,222.80,---,---,---,---,---,---
2627,實踐大學,"資訊模擬與設計學系遊戲美術設計組(高雄校區)",國x2.00 歷x2.00 地x1.50,9,181.60,---,---,---,---,---,---
2630,實踐大學,電腦動畫學士學位學程2D組(高雄校區),國x2.00 英x2.00 歷x1.00 地x1.00,5,153.50,---,---,---,---,---,---
2631,實踐大學,電腦動畫學士學位學程3D組(高雄校區),國x2.00 英x2.00 數甲x1.00,5,137.60,---,---,---,---,---,---
2632,實踐大學,"電腦動畫學士學位學程2D3D雙修組(高雄校區)",國x2.00 英x2.00 數乙x1.75,5,172.00,---,---,---,---,---,---
2633,實踐大學,服飾設計與經營學系(高雄校區),國x2.00 英x1.00 歷x1.00,10,121.50,---,---,---,---,---,---
2634,實踐大學,時尚設計學系(高雄校區),國x2.00 英x1.00 歷x1.00,24,117.45,---,---,---,---,---,---
2635,實踐大學,應用中文學系文創設計組(高雄校區),國x2.00 地x1.25 公x1.50,3,197.40,---,---,---,---,---,---
2636,實踐大學,應用中文學系文化傳播組(高雄校區),國x2.00 歷x1.50 公x1.25,1,262.15,---,---,---,---,---,---
2637,實踐大學,應用中文學系劇本創作組(高雄校區),國x2.00 歷x1.50 地x1.25,2,238.80,---,---,---,---,---,---
2640,實踐大學,應用英語學系(高雄校區),英x1.00 歷x2.00 公x2.00,4,205.55,---,---,---,---,---,---
2641,實踐大學,應用日文學系(高雄校區),國x1.00 歷x2.00 公x2.00,8,188.00,---,---,---,---,---,---
2642,實踐大學,觀光管理學系航空旅運組(高雄校區),國x2.00 英x2.00 歷x1.50,0,---,---,---,---,---,---,---
2643,實踐大學,觀光管理學系日本實務組(高雄校區),國x2.00 歷x1.50 地x1.50,0,---,---,---,---,---,---,---
2644,實踐大學,"觀光管理學系特色民宿經營組(高雄校區)",國x2.00 歷x1.50 公x1.00,1,180.30,---,---,---,---,---,---
2645,實踐大學,"觀光管理學系國際飯店暨會展管理組(高雄校區)",國x2.00 英x1.50 公x1.25,2,133.85,---,---,---,---,---,---
2646,實踐大學,"觀光管理學系智慧旅遊暨多媒體組(高雄校區)",國x2.00 英x1.50 數乙x2.00,3,102.00,---,---,---,---,---,---
2647,實踐大學,"觀光管理學系國際領隊與導遊組(高雄校區)",國x2.00 英x1.50 地x2.00,1,210.50,---,---,---,---,---,---
2650,實踐大學,"休閒產業管理學系休閒文創規劃組(高雄校區)",國x2.00 英x1.00 地x1.50,4,138.40,---,---,---,---,---,---
2651,實踐大學,"休閒產業管理學系遊憩運動企劃組(高雄校區)",國x2.00 英x1.50 數甲x1.00,9,105.70,---,---,---,---,---,---
2652,長榮大學,企業管理學系,國x2.00 英x1.00 歷x2.00 地x2.00,15,207.30,---,---,---,---,---,---
2653,長榮大學,國際企業學系,國x2.00 英x1.00 數乙x1.00,16,84.40,---,---,---,---,---,---
2654,長榮大學,會計資訊學系,國x2.00 英x1.00 歷x2.00 地x2.00,13,234.05,---,---,---,---,---,---
2655,長榮大學,航運管理學系,國x2.00 英x2.00 數乙x1.00 歷x1.00 地x2.00,21,219.80,---,---,---,---,---,---
2656,長榮大學,土地管理與開發學系,國x2.00 英x1.00 數乙x1.00 歷x2.00 地x2.00,6,255.90,---,---,---,---,---,---
2657,長榮大學,財務金融學系,國x2.00 英x1.00 數乙x1.00,17,130.90,---,---,---,---,---,---
"系組代碼",校名,系組名,採計及加權,"錄取人數(含外加)","普通生錄取分數","普通生同分參酌","原住民錄取分數","退伍軍人錄取分數","僑生錄取分數","蒙藏生錄取分數","派外子女錄取分數"
2661,長榮大學,觀光與餐飲管理學系(觀光組),國x2.00 英x1.00 地x2.00,7,132.35,---,---,---,---,---,---
2662,長榮大學,觀光與餐飲管理學系(餐飲組),國x2.00 英x1.00 歷x2.00,8,140.85,---,---,---,---,---,---
2663,長榮大學,醫務管理學系(醫療機構管理組),國x2.00 英x2.00 歷x2.00 地x1.00,5,223.20,---,---,---,---,---,---
2664,長榮大學,醫務管理學系(長照機構管理組),國x2.00 英x2.00 數乙x2.00 地x1.00,4,151.30,---,---,---,---,---,---
2665,長榮大學,醫務管理學系(健康大數據組),國x1.50 英x1.50 數乙x2.00,4,94.20,---,---,---,---,---,---
2666,長榮大學,生物科技學系,國x2.00 英x1.00 數甲x1.00 化x2.00 生x2.00,14,178.70,---,---,---,---,---,---
2667,長榮大學,健康心理學系,國x2.00 英x2.00 數甲x1.00 生x2.00,24,142.30,---,---,---,---,---,---
2670,長榮大學,保健營養學系,國x2.00 英x1.00 數甲x1.00 化x2.00 生x2.00,16,156.40,---,173.44,---,---,---,---
2671,長榮大學,護理學系,國x1.50 英x2.00 生x2.00,44,169.80,---,---,---,---,---,---
2672,長榮大學,醫藥科學產業學系,國x1.00 英x2.00 數甲x1.00 化x2.00 生x2.00,8,169.00,---,---,---,---,---,---
2673,長榮大學,"醫學社會暨健康照護學士學位學程(長照社工組)",國x2.00 英x2.00 歷x1.00 地x1.00,3,222.80,---,---,---,---,---,---
2674,長榮大學,"醫學社會暨健康照護學士學位學程(高齡照護組)",國x2.00 英x2.00 生x1.00,3,128.40,---,---,---,---,---,---
2675,長榮大學,"蘭花產業應用學士學位學程(蘭花國際行銷組)",國x2.00 英x2.00 歷x2.00 地x1.00,3,204.00,---,---,---,---,---,---
2676,長榮大學,"蘭花產業應用學士學位學程(蘭花生技組)",國x2.00 英x2.00 化x2.00 生x1.00,1,169.00,---,---,---,---,---,---
2677,長榮大學,職業安全與衛生學系(自然組),國x2.00 英x2.00 化x1.50,4,119.70,---,---,---,---,---,---
2700,長榮大學,職業安全與衛生學系(社會組),國x2.00 英x1.50 歷x2.00,3,156.90,---,---,---,---,---,---
2701,長榮大學,"環境與食品安全檢驗學士學位學程(食品安全管理組)",國x2.00 英x1.00 歷x2.00 地x2.00,2,255.00,---,---,---,---,---,---
2702,長榮大學,"環境與食品安全檢驗學士學位學程(環境檢驗組)",國x2.00 英x1.00 數甲x2.00 化x2.00,2,137.40,---,---,---,---,---,---
2703,長榮大學,"環境與食品安全檢驗學士學位學程(食品檢驗組)",國x2.00 英x1.00 數甲x2.00 生x2.00,1,151.00,---,---,---,---,---,---
2704,長榮大學,消防安全學士學位學程(自然組),國x2.00 英x1.50 化x2.00,9,115.90,---,---,---,---,---,---
2705,長榮大學,消防安全學士學位學程(社會組),國x2.00 英x1.50 歷x2.00,3,165.35,---,---,---,---,---,---
2706,長榮大學,綠能與環境資源學系(自然組),國x2.00 英x2.00 數甲x1.00 物x2.00,7,116.00,---,---,---,---,---,---
2707,長榮大學,綠能與環境資源學系(社會組),國x2.00 英x2.00 數乙x1.00 地x2.00,4,208.80,---,---,---,---,---,---
2710,長榮大學,無人機應用學士學位學程,國x2.00 英x2.00 數甲x2.00 物x1.00,9,127.40,---,---,---,---,---,---
2711,長榮大學,大眾傳播學系,國x2.00 英x1.00 歷x2.00,16,151.60,---,---,---,---,---,---
2712,長榮大學,翻譯學系,國x2.00 英x2.00 歷x1.00,3,169.70,---,---,---,---,---,---
2713,長榮大學,社會工作學系(A組),國x2.00 英x1.00 歷x2.00 公x2.00,7,322.65,---,---,---,---,---,---
2714,長榮大學,社會工作學系(B組),國x2.00 歷x2.00 公x1.75,6,258.10,---,---,---,---,---,---
2715,長榮大學,社會工作學系(C組),國x2.00 英x1.00 歷x2.00,6,196.05,---,---,---,---,---,---
"系組代碼",校名,系組名,採計及加權,"錄取人數(含外加)","普通生錄取分數","普通生同分參酌","原住民錄取分數","退伍軍人錄取分數","僑生錄取分數","蒙藏生錄取分數","派外子女錄取分數"
2717,長榮大學,應用哲學系(公共參與組),國x1.00 英x1.00 數乙x1.00 公x2.00,4,144.15,---,---,---,---,---,---
2720,長榮大學,應用哲學系(社會關懷組),國x1.00 數乙x1.00 歷x1.00 公x2.00,0,---,---,---,---,---,---,---
2721,長榮大學,東南亞文化與產業學士學位學程,國x1.00 英x1.50 歷x2.00,1,202.48,---,---,---,---,---,---
2722,長榮大學,運動競技學系,國x2.00 英x1.00 歷x2.00,15,149.40,---,---,---,---,---,---
2723,長榮大學,美術學系,國x2.00 英x1.00 歷x1.50 地x1.00,11,150.30,---,---,---,---,---,---
2724,長榮大學,書畫藝術學系(甲組),國x2.00 英x1.00 術x2.00,6,215.80,---,---,---,---,---,---
2725,長榮大學,書畫藝術學系(乙組),國x2.00 英x1.00 歷x1.00,0,---,---,---,---,---,---,---
2726,長榮大學,台灣文化創意產業學士學位學程,國x1.50 歷x2.00 地x2.00,1,257.60,---,---,---,---,---,---
2727,長榮大學,資訊暨設計學院學士班(不分系),國x1.00 英x1.00 數乙x2.00,12,67.75,---,---,---,---,---,---
2730,長榮大學,資訊暨設計學院學士班數位媒體設計組,國x2.00 英x2.00 數乙x1.00 歷x2.00,4,151.20,---,---,---,---,---,---
2731,長榮大學,資訊暨設計學院學士班互動設計組,國x2.00 英x2.00 數乙x1.00,2,114.30,---,---,---,---,---,---
2732,長榮大學,資訊暨設計學院學士班資訊管理組,國x2.00 英x1.50 數乙x1.00,20,99.90,---,---,---,---,---,---
2733,長榮大學,資訊暨設計學院學士班資訊工程組,國x2.00 英x1.50 數甲x2.00,26,112.13,---,---,---,---,---,---
2734,國立臺灣藝術大學,美術學系,國x2.00 英x2.00 歷x1.00 地x1.00 術x2.00,14,470.60,---,---,---,---,---,---
2735,國立臺灣藝術大學,書畫藝術學系,國x1.00 英x1.00 歷x1.00 術x2.00,13,306.30,---,321.83,---,---,---,---
2736,國立臺灣藝術大學,雕塑學系(男),國x2.00 英x1.50 歷x1.00 術x2.00,7,360.98,---,---,---,---,---,---
2737,國立臺灣藝術大學,雕塑學系(女),國x2.00 英x1.50 歷x1.00 術x2.00,7,380.33,---,---,---,---,---,---
2740,國立臺灣藝術大學,古蹟藝術修護學系,國x1.50 歷x2.00 術x1.75,16,356.59,---,---,---,---,---,---
2741,國立臺灣藝術大學,視覺傳達設計學系,國x2.00 英x2.00 數乙x1.00 歷x1.00 術x2.00,14,479.00,---,---,---,---,---,---
2742,國立臺灣藝術大學,工藝設計學系(男),國x2.00 英x2.00 數乙x1.00 歷x1.00 術x2.00,6,327.00,---,---,---,---,---,---
2743,國立臺灣藝術大學,工藝設計學系(女),國x2.00 英x2.00 數乙x1.00 歷x1.00 術x2.00,8,481.00,---,---,---,---,---,---
2744,國立臺灣藝術大學,多媒體動畫藝術學系,國x2.00 英x2.00 數乙x1.00 術x2.00,18,436.60,---,---,---,---,---,---
2745,國立臺灣藝術大學,圖文傳播藝術學系,國x1.50 英x2.00 數乙x2.00,20,382.60,---,---,---,---,---,---
2746,國立臺灣藝術大學,廣播電視學系,國x1.50 英x1.50 數乙x1.00 歷x1.00 公x1.00,18,438.98,---,---,---,---,---,---
2747,國立臺灣藝術大學,電影學系,國x2.00 英x2.00 數乙x1.00 歷x1.00 公x1.00,19,500.00,---,---,---,---,---,---
2750,國立臺灣藝術大學,戲劇學系(男),國x2.00 英x2.00 數乙x1.00 歷x1.00 地x1.00,9,453.70,---,---,---,---,---,---
2751,國立臺灣藝術大學,戲劇學系(女),國x2.00 英x2.00 數乙x1.00 歷x1.00 地x1.00,8,504.30,---,---,---,---,---,---
2752,國立臺灣藝術大學,音樂學系,國x1.00 英x1.00 術x2.00,14,275.00,---,---,---,---,---,---
2753,國立暨南國際大學,中國語文學系,國x2.00 英x1.00 歷x1.75 地x1.00,10,355.75,---,---,---,---,---,---
2754,國立暨南國際大學,外國語文學系,國x1.00 英x1.50 歷x1.00 地x1.00,30,252.25,---,270.35,255.33,---,---,---
2755,國立暨南國際大學,社會政策與社會工作學系,國x1.50 英x1.50 數乙x1.00 歷x1.00 公x1.50,22,354.85,---,---,---,---,---,---
2756,國立暨南國際大學,公共行政與政策學系,國x1.00 英x1.25 數乙x1.00 歷x1.00 公x1.00,15,315.21,---,---,---,---,---,---
"系組代碼",校名,系組名,採計及加權,"錄取人數(含外加)","普通生錄取分數","普通生同分參酌","原住民錄取分數","退伍軍人錄取分數","僑生錄取分數","蒙藏生錄取分數","派外子女錄取分數"
2760,國立暨南國際大學,東南亞學系,英x1.50 歷x1.25 地x1.00 公x1.00,18,267.33,---,271.04,---,---,---,---
2761,國立暨南國際大學,國際企業學系,國x1.00 英x2.00 數乙x1.50,15,276.20,---,---,---,---,---,---
2762,國立暨南國際大學,經濟學系,國x1.00 英x2.00 數乙x2.00,18,294.00,---,---,---,---,---,---
2763,國立暨南國際大學,資訊管理學系,國x1.75 英x2.00 數乙x2.00,29,335.90,---,---,---,---,---,---
2764,國立暨南國際大學,財務金融學系,國x1.00 英x2.00 數乙x2.00,23,323.70,---,---,---,---,---,---
2765,國立暨南國際大學,觀光休閒與餐旅管理學系觀光休閒組,國x2.00 英x2.00 數乙x1.50,7,242.80,---,---,---,---,---,---
2766,國立暨南國際大學,觀光休閒與餐旅管理學系餐旅管理組,國x2.00 英x2.00 數乙x1.50,10,239.30,---,---,---,---,---,---
2767,國立暨南國際大學,管理學院學士班,國x1.00 英x1.00 數乙x1.50,10,205.30,---,---,---,---,---,---
2770,國立暨南國際大學,國際文教與比較教育學系,國x1.50 英x2.00 數乙x1.00,11,213.50,---,---,---,---,---,---
2771,國立暨南國際大學,教育政策與行政學系,國x1.50 英x2.00 公x1.50,11,274.00,---,---,---,---,---,---
2772,國立暨南國際大學,"諮商心理與人力資源發展學系諮商心理組",國x1.50 英x1.50 數乙x1.50 公x1.00,6,340.10,---,---,---,---,---,---
2773,國立暨南國際大學,"諮商心理與人力資源發展學系終身學習與人力資源發展組",國x1.25 英x1.50 數乙x1.25 公x1.00,8,267.30,---,---,---,---,---,---
2774,國立暨南國際大學,教育學院學士班,國x2.00 英x2.00 公x1.50,8,294.70,---,---,---,---,---,---
2775,國立暨南國際大學,資訊工程學系,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,26,240.60,數學甲42.80,---,---,---,---,---
2776,國立暨南國際大學,土木工程學系,國x1.00 英x2.00 數甲x2.00 物x2.00 化x1.00,30,236.40,---,---,---,---,---,---
2777,國立暨南國際大學,電機工程學系甲組,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,4,265.90,---,---,---,---,---,---
3000,國立暨南國際大學,電機工程學系乙組,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,14,246.90,---,---,---,---,---,---
3001,國立暨南國際大學,電機工程學系丙組,國x1.00 英x1.00 數乙x1.00 物x1.00 化x1.00,7,264.35,物理49.50,---,---,---,---,---
3002,國立暨南國際大學,應用化學系,國x1.00 英x2.00 數甲x2.00 物x1.00 化x2.00,21,282.30,---,---,---,---,---,---
3003,國立暨南國際大學,應用材料及光電工程學系,國x1.00 英x2.00 數甲x2.00 物x2.00 化x1.00,17,289.20,---,---,---,---,---,---
3004,國立暨南國際大學,科技學院學士班,國x1.00 英x1.00 數甲x1.50 物x1.50 化x1.50,9,230.75,---,---,---,---,---,---
3005,南華大學,財務金融學系,國x2.00 英x2.00 數乙x1.75,4,229.30,---,---,---,---,---,---
3006,南華大學,企業管理學系經營管理組,國x2.00 英x1.75 地x2.00,5,236.59,---,---,---,---,---,---
3007,南華大學,企業管理學系行銷與創業組,國x2.00 英x1.75 歷x2.00,4,231.15,---,---,---,---,---,---
3010,南華大學,文化創意事業管理學系,國x2.00 歷x1.75 地x1.75,5,259.78,---,---,---,---,---,---
3011,南華大學,旅遊管理學系,國x2.00 歷x1.75 地x2.00,6,220.38,---,---,---,---,---,---
3012,南華大學,管理學院國際企業學士學位學程,國x2.00 英x2.00 數乙x1.75,3,162.80,---,---,---,---,---,---
3013,南華大學,生死學系社會工作組,國x2.00 英x2.00 數乙x1.75,9,121.90,---,133.83,---,---,---,---
3014,南華大學,生死學系殯葬服務組,國x2.00 英x2.00 數乙x1.75,6,162.40,---,---,---,---,---,---
3015,南華大學,生死學系諮商組,國x2.00 英x2.00 數乙x1.75,3,182.20,---,---,---,---,---,---
3016,南華大學,幼兒教育學系,國x2.00 英x1.00 歷x2.00,14,171.60,---,---,---,---,---,---
"系組代碼",校名,系組名,採計及加權,"錄取人數(含外加)","普通生錄取分數","普通生同分參酌","原住民錄取分數","退伍軍人錄取分數","僑生錄取分數","蒙藏生錄取分數","派外子女錄取分數"
3020,南華大學,外國語文學系,國x2.00 英x2.00 數乙x1.75,7,112.60,---,---,---,---,---,---
3021,南華大學,應用社會學系社會學組,國x2.00 英x2.00 歷x1.75,2,189.33,---,---,---,---,---,---
3022,南華大學,應用社會學系社會工作組,國x2.00 英x2.00 歷x1.75,6,183.80,---,---,---,---,---,---
3023,南華大學,傳播學系,國x2.00 歷x2.00 地x1.75,7,264.60,---,---,---,---,---,---
3024,南華大學,國際事務與企業學系,國x2.00 英x1.75 歷x2.00,5,239.99,---,---,---,---,---,---
3025,南華大學,建築與景觀學系社會組,國x2.00 英x2.00 數乙x1.75,3,215.80,---,---,---,---,---,---
3026,南華大學,建築與景觀學系自然組,國x2.00 英x2.00 數甲x1.75,3,198.70,---,---,---,---,---,---
3027,南華大學,資訊工程學系自然組,國x2.00 數甲x2.00 物x1.75,2,215.25,---,---,---,---,---,---
3030,南華大學,資訊工程學系社會組,國x2.00 英x1.75 數乙x2.00,2,225.33,---,---,---,---,---,---
3031,南華大學,資訊工程學系人工智慧組,國x2.00 英x1.75 數甲x2.00,6,181.73,---,---,---,---,---,---
3032,南華大學,資訊工程學系生醫資電組,國x2.00 數甲x2.00 物x1.75 化x1.00,4,170.70,---,---,---,---,---,---
3033,南華大學,自然生物科技學系,國x2.00 英x1.75 生x2.00,8,135.83,---,---,---,---,---,---
3034,南華大學,資訊管理學系,國x2.00 歷x2.00 地x1.75,12,272.70,---,---,---,---,---,---
3035,國立臺灣體育運動大學,體育學系,國x2.00 英x1.75 術x2.00,25,286.40,---,287.48,---,---,---,---
3036,國立臺灣體育運動大學,休閒運動學系,國x2.00 英x1.75 歷x1.00 地x1.00 術x2.00,9,384.74,---,---,---,---,---,---
3037,國立臺灣體育運動大學,運動事業管理學系,國x2.00 英x2.00 數乙x1.75 歷x1.00 地x1.00,25,377.40,---,---,---,---,---,---
3040,國立臺灣體育運動大學,運動健康科學系,國x1.00 英x2.00 物x1.00 化x1.50 生x2.00,25,235.80,---,237.09,---,---,---,---
3041,國立臺灣體育運動大學,運動資訊與傳播學系(傳播組),國x2.00 英x2.00 歷x1.75 地x1.00,7,441.20,英文67.25,477.50,---,---,---,---
3042,國立臺灣體育運動大學,運動資訊與傳播學系(資訊組),國x2.00 英x2.00 數甲x1.00 物x1.75,6,249.75,---,---,---,---,---,---
3043,國立臺南藝術大學,藝術史學系,國x1.00 英x1.50 歷x1.00 地x1.00 公x1.00,17,296.05,---,313.36,---,---,---,---
3044,國立臺南藝術大學,應用音樂學系,國x1.50 英x1.50 歷x1.00 地x1.00,12,292.15,---,332.55,---,---,---,---
3045,國立臺南藝術大學,材質創作與設計系,國x1.50 英x1.50 歷x1.00 術x2.00,19,306.83,---,316.64,---,---,---,---
3046,玄奘大學,社會工作學系,國x2.00 歷x2.00 地x1.75,5,191.40,---,---,---,---,---,---
3047,玄奘大學,應用心理學系,國x2.00 歷x2.00 地x1.75,16,194.50,---,---,---,---,---,---
3050,玄奘大學,法律學系,國x2.00 歷x2.00 地x1.75,6,194.00,---,---,---,---,---,---
3051,玄奘大學,大眾傳播學系,國x2.00 歷x2.00 地x1.75,2,210.80,---,---,---,---,---,---
3052,玄奘大學,視覺傳達設計學系,國x2.00 英x1.00 歷x2.00 地x2.00,5,211.70,---,---,---,---,---,---
3053,玄奘大學,時尚設計學系,國x2.00 英x1.00 歷x2.00 地x2.00,2,219.60,---,---,---,---,---,---
3054,玄奘大學,應用日語學系,國x2.00 英x1.00 歷x2.00 地x2.00,2,238.80,---,---,---,---,---,---
3055,玄奘大學,餐旅管理學系,國x2.00 英x1.00 歷x2.00 地x2.00,0,---,---,---,---,---,---,---
3056,真理大學,工業管理與經營資訊學系,國x2.00 英x1.00 數乙x1.00 歷x2.00 地x2.00,3,228.60,---,---,---,---,---,---
3057,真理大學,企業管理學系,國x2.00 英x1.00 歷x1.75 公x1.75,22,186.95,---,---,---,---,---,---
"系組代碼",校名,系組名,採計及加權,"錄取人數(含外加)","普通生錄取分數","普通生同分參酌","原住民錄取分數","退伍軍人錄取分數","僑生錄取分數","蒙藏生錄取分數","派外子女錄取分數"
3061,真理大學,資訊管理學系電商行銷組,國x2.00 英x1.00 歷x2.00 公x2.00,6,211.60,---,---,---,---,---,---
3062,真理大學,法律學系,國x2.00 歷x1.50 公x2.00,56,180.00,---,---,---,---,---,---
